Unnamed: 0,_id,helpfulness_cat
61,610d01ff9a63eb113d253a3b,1.0
62,610d01ff9a63eb113d253fa3,1.0
63,610d01ff9a63eb113d254592,1.0
64,610d01ff9a63eb113d254630,1.0
65,610d01ff9a63eb113d254b8a,1.0
66,610d01ff9a63eb113d255e0a,1.0
67,610d01ff9a63eb113d256141,1.0
68,610d02009a63eb113d258511,1.0
69,610d02009a63eb113d258a90,1.0
70,610d02009a63eb113d258a98,1.0
71,610d02009a63eb113d258e3c,1.0
72,610d02009a63eb113d258e3e,1.0
73,610d02009a63eb113d258e8d,0.0
74,610d02009a63eb113d258ea4,0.0
75,610d02009a63eb113d2594ba,1.0
76,610d02009a63eb113d25c12d,1.0
77,610d02009a63eb113d25d01c,1.0
78,610d02009a63eb113d25efe6,1.0
79,610d02009a63eb113d25f406,1.0
80,610d02009a63eb113d25f548,1.0
81,610d02009a63eb113d25f913,0.0
82,610d02009a63eb113d25fd09,1.0
83,610d02009a63eb113d26038f,1.0
84,610d02009a63eb113d260397,1.0
85,610d02009a63eb113d2612f2,1.0
86,610d02009a63eb113d26146d,1.0
87,610d02009a63eb113d2616ef,1.0
88,610d02009a63eb113d2616f3,1.0
89,610d02009a63eb113d2616f5,1.0
90,610d02009a63eb113d2616f7,1.0
91,610d02009a63eb113d261c54,1.0
92,610d02009a63eb113d261c60,1.0
93,610d02009a63eb113d261c67,1.0
94,610d02009a63eb113d261c6c,1.0
95,610d02009a63eb113d2624f4,1.0
96,610d02009a63eb113d265c8b,1.0
97,610d02009a63eb113d266fe5,1.0
98,610d02009a63eb113d2671d8,1.0
99,610d02009a63eb113d267286,1.0
100,610d02009a63eb113d267764,1.0
101,610d02009a63eb113d2692ae,1.0
102,610d02009a63eb113d269f82,1.0
103,610d02009a63eb113d269f86,1.0
104,610d02009a63eb113d26a2e1,1.0
105,610d02009a63eb113d26a398,1.0
106,610d02009a63eb113d26a39b,0.0
107,610d02009a63eb113d26a3de,1.0
108,610d02009a63eb113d26c0af,1.0
109,610d02009a63eb113d26c0b4,1.0
110,610d02009a63eb113d26c692,1.0
111,610d02009a63eb113d26d605,1.0
112,610d02009a63eb113d26d8e0,1.0
113,610d02009a63eb113d26dcc5,1.0
114,610d02009a63eb113d26ef02,1.0
115,610d02009a63eb113d26efeb,1.0
116,610d02009a63eb113d26efec,1.0
117,610d02009a63eb113d26f358,1.0
118,610d02009a63eb113d270289,1.0
119,610d02009a63eb113d2705d2,1.0
120,610d02009a63eb113d2705d3,1.0
121,610d02009a63eb113d270fa9,1.0
122,610d02009a63eb113d270fab,1.0
123,610d02009a63eb113d27148c,1.0
124,610d02009a63eb113d2714fa,1.0
125,610d02009a63eb113d2715ba,0.0
126,610d02009a63eb113d271951,1.0
127,610d02009a63eb113d271e1d,1.0
128,610d02009a63eb113d272024,1.0
129,610d02009a63eb113d27202f,1.0
130,610d02009a63eb113d272a6d,1.0
131,610d02009a63eb113d272b0a,1.0
132,610d02009a63eb113d27365f,1.0
133,610d02009a63eb113d27474e,1.0
134,610d02009a63eb113d274ef9,1.0
135,610d02009a63eb113d2750bd,0.0
136,610d02009a63eb113d275247,1.0
137,610d02009a63eb113d2757b4,1.0
138,610d02009a63eb113d276684,1.0
139,610d02009a63eb113d276687,1.0
140,610d02009a63eb113d276708,1.0
141,610d02009a63eb113d276ffb,1.0
142,610d02009a63eb113d276ffe,1.0
143,610d02009a63eb113d278c3d,1.0
144,610d02009a63eb113d279d93,1.0
145,610d02019a63eb113d27a236,1.0
146,610d02019a63eb113d27a431,1.0
147,610d02019a63eb113d27a432,0.0
148,610d02019a63eb113d27a451,1.0
149,610d02019a63eb113d27a454,0.0
150,610d02019a63eb113d27a89e,1.0
151,610d02019a63eb113d27b22a,1.0
152,610d02019a63eb113d27ba6b,1.0
153,610d02019a63eb113d27c74f,1.0
154,610d02019a63eb113d27ca0f,1.0
155,610d02019a63eb113d27d8f4,1.0
156,610d02019a63eb113d27e24e,1.0
157,610d02019a63eb113d27e80c,1.0
158,610d02019a63eb113d27eb11,1.0
159,610d02019a63eb113d27f4ba,1.0
160,610d02019a63eb113d27f8ec,1.0
161,610d02019a63eb113d280417,1.0
162,610d02019a63eb113d280601,1.0
163,610d02019a63eb113d282338,1.0
164,610d02019a63eb113d2824b1,1.0
165,610d02019a63eb113d282632,1.0
166,610d02019a63eb113d2828d2,1.0
167,610d02019a63eb113d284c43,1.0
168,610d02019a63eb113d284f40,1.0
169,610d02019a63eb113d28530f,1.0
170,610d02019a63eb113d2857e5,1.0
171,610d02019a63eb113d2858cf,1.0
172,610d02019a63eb113d2864f3,1.0
173,610d02019a63eb113d286d08,1.0
174,610d02019a63eb113d286e5e,1.0
175,610d02019a63eb113d2873cd,1.0
176,610d02019a63eb113d287e2b,1.0
177,610d02019a63eb113d28815c,1.0
178,610d02019a63eb113d2899b3,1.0
179,610d02019a63eb113d2899b6,1.0
180,610d02019a63eb113d28a597,1.0
181,610d02019a63eb113d28a8c9,1.0
182,610d02019a63eb113d28abb0,1.0
183,610d02019a63eb113d28ae47,1.0
184,610d02019a63eb113d28c605,1.0
185,610d02019a63eb113d28c896,1.0
186,610d02019a63eb113d28e1d1,1.0
187,610d02019a63eb113d28f1b9,1.0
188,610d02019a63eb113d28f559,1.0
189,610d02019a63eb113d28fb1f,1.0
190,610d02019a63eb113d28fb26,1.0
191,610d02019a63eb113d28fdbb,1.0
192,610d02019a63eb113d28fdc5,1.0
193,610d02019a63eb113d2916a9,1.0
194,610d02019a63eb113d292160,1.0
195,610d02019a63eb113d292161,1.0
196,610d02019a63eb113d292b53,1.0
197,610d02019a63eb113d292b54,1.0
198,610d02019a63eb113d292b55,1.0
199,610d02019a63eb113d292dbd,1.0
200,610d02019a63eb113d292e00,1.0
201,610d02019a63eb113d293cbe,1.0
202,610d02019a63eb113d293cbf,1.0
203,610d02019a63eb113d293f77,1.0
204,610d02019a63eb113d2944e9,1.0
205,610d02019a63eb113d294531,1.0
206,610d02019a63eb113d294f00,1.0
207,610d02019a63eb113d295613,1.0
208,610d02019a63eb113d295cec,1.0
209,610d02019a63eb113d295cee,1.0
210,610d02059a63eb113d295f3f,1.0
211,610d02059a63eb113d296ac9,0.0
212,610d02059a63eb113d296ad2,1.0
213,610d02059a63eb113d296add,0.0
214,610d02059a63eb113d296ae5,1.0
215,610d02059a63eb113d296dfb,1.0
216,610d02059a63eb113d297691,1.0
217,610d02059a63eb113d297754,1.0
218,610d02059a63eb113d297b69,1.0
219,610d02059a63eb113d297b77,1.0
220,610d02059a63eb113d2982bb,1.0
221,610d02059a63eb113d2986d8,1.0
222,610d02059a63eb113d298be7,1.0
223,610d02059a63eb113d298be9,1.0
224,610d02059a63eb113d29988d,1.0
225,610d02059a63eb113d29a3c0,1.0
226,610d02059a63eb113d29ab72,1.0
227,610d02059a63eb113d29ab7b,1.0
228,610d02059a63eb113d29ad34,1.0
229,610d02059a63eb113d29b334,1.0
230,610d02059a63eb113d29b4dd,1.0
231,610d02059a63eb113d29b8f6,0.0
232,610d02059a63eb113d29b902,0.0
233,610d02059a63eb113d29b90d,1.0
234,610d02059a63eb113d29b95d,1.0
235,610d02059a63eb113d29c448,0.0
236,610d02059a63eb113d29c44a,0.0
237,610d02059a63eb113d29c541,1.0
238,610d02059a63eb113d29cea2,1.0
239,610d02059a63eb113d29cea3,1.0
240,610d02059a63eb113d29d1b6,1.0
241,610d02059a63eb113d29d409,1.0
242,610d02059a63eb113d29d40f,1.0
243,610d02059a63eb113d29d993,1.0
244,610d02059a63eb113d29d994,1.0
245,610d02059a63eb113d29e01a,1.0
246,610d02059a63eb113d29ef13,1.0
247,610d02059a63eb113d29efd6,1.0
248,610d02059a63eb113d29f2de,1.0
249,610d02059a63eb113d29f2e2,1.0
250,610d02059a63eb113d29f6b2,1.0
251,610d02059a63eb113d29f7fb,1.0
252,610d02059a63eb113d29fab8,1.0
253,610d02059a63eb113d29fc14,1.0
254,610d02059a63eb113d29fe2a,1.0
255,610d02059a63eb113d2a00cd,1.0
256,610d02059a63eb113d2a1ab1,1.0
257,610d02059a63eb113d2a1e78,1.0
258,610d02059a63eb113d2a227f,1.0
259,610d02059a63eb113d2a2f21,1.0
260,610d02059a63eb113d2a53e3,1.0
261,610d02059a63eb113d2a53e6,1.0
262,610d02059a63eb113d2a56c3,1.0
263,610d02059a63eb113d2a56c4,1.0
264,610d02059a63eb113d2a5d28,1.0
265,610d02059a63eb113d2a69fe,1.0
266,610d02059a63eb113d2a6b11,1.0
267,610d02059a63eb113d2a719a,1.0
268,610d02059a63eb113d2a784f,1.0
269,610d02059a63eb113d2a8d48,1.0
270,610d02059a63eb113d2a924b,1.0
271,610d02059a63eb113d2a9a94,1.0
272,610d02059a63eb113d2a9b8e,1.0
273,610d02059a63eb113d2a9c52,1.0
274,610d02059a63eb113d2aa024,1.0
275,610d02059a63eb113d2aa285,1.0
276,610d02059a63eb113d2aad06,1.0
277,610d02059a63eb113d2ab25d,1.0
278,610d02069a63eb113d2ad762,1.0
279,610d02069a63eb113d2adf74,1.0
280,610d02069a63eb113d2adf75,1.0
281,610d02069a63eb113d2ae481,1.0
282,610d02069a63eb113d2ae629,1.0
283,610d02069a63eb113d2af1bb,1.0
284,610d02069a63eb113d2af349,1.0
285,610d02069a63eb113d2af65b,1.0
286,610d02069a63eb113d2af662,1.0
287,610d02069a63eb113d2afd66,1.0
288,610d02069a63eb113d2b16a6,1.0
289,610d02069a63eb113d2b2933,1.0
290,610d02069a63eb113d2b3ef9,1.0
291,610d02069a63eb113d2b3efb,1.0
292,610d02069a63eb113d2b3efe,1.0
293,610d02069a63eb113d2b45f2,1.0
294,610d02069a63eb113d2b4cf1,1.0
295,610d02069a63eb113d2b5047,1.0
296,610d02069a63eb113d2b5c94,1.0
297,610d02069a63eb113d2b66f7,1.0
298,610d02069a63eb113d2b69ea,1.0
299,610d02069a63eb113d2b69ed,1.0
300,610d02069a63eb113d2b6f7b,1.0
301,610d02069a63eb113d2b8c3e,1.0
302,610d02069a63eb113d2b8c3f,1.0
303,610d02069a63eb113d2b946c,1.0
304,610d02069a63eb113d2b978d,1.0
305,610d02069a63eb113d2b9fff,1.0
306,610d02069a63eb113d2bb3f2,1.0
307,610d02069a63eb113d2bb9af,1.0
308,610d02069a63eb113d2bc3c5,1.0
309,610d02069a63eb113d2bc3c7,1.0
310,610d02069a63eb113d2bc492,1.0
311,610d02069a63eb113d2bc66c,1.0
312,610d02069a63eb113d2bd2f7,1.0
313,610d02069a63eb113d2bd497,1.0
314,610d02069a63eb113d2bd63e,1.0
315,610d02069a63eb113d2bd7cc,1.0
316,610d02069a63eb113d2bdbee,1.0
317,610d02069a63eb113d2bdbfa,1.0
318,610d02069a63eb113d2be96a,1.0
319,610d02069a63eb113d2bee10,1.0
320,610d02069a63eb113d2bf5f4,1.0
321,610d02069a63eb113d2bfffa,1.0
322,610d02069a63eb113d2c09e8,1.0
323,610d02069a63eb113d2c1081,1.0
324,610d02069a63eb113d2c1521,1.0
325,610d02069a63eb113d2c1b51,1.0
326,610d02069a63eb113d2c2213,1.0
327,610d02069a63eb113d2c2374,1.0
328,610d02069a63eb113d2c28a3,1.0
329,610d02069a63eb113d2c3446,1.0
330,610d02069a63eb113d2c38cf,1.0
331,610d02069a63eb113d2c4209,1.0
332,610d02069a63eb113d2c4367,1.0
333,610d02069a63eb113d2c45f9,1.0
334,610d02069a63eb113d2c4bad,1.0
335,610d02069a63eb113d2c4e2a,1.0
336,610d02069a63eb113d2c550a,1.0
337,610d02069a63eb113d2c566f,1.0
338,610d02069a63eb113d2c6552,1.0
339,610d02069a63eb113d2c6690,1.0
340,610d02069a63eb113d2c689e,1.0
341,610d02069a63eb113d2c78c4,1.0
342,610d02069a63eb113d2c78c6,1.0
343,610d02069a63eb113d2c7d06,1.0
344,610d02069a63eb113d2c7d0a,1.0
345,610d02069a63eb113d2c7d0d,1.0
346,610d02069a63eb113d2ca0b4,1.0
347,610d02069a63eb113d2cba91,1.0
348,610d02069a63eb113d2cc615,1.0
349,610d02069a63eb113d2cd2e4,1.0
350,610d02069a63eb113d2cd91f,1.0
351,610d02079a63eb113d2ceb46,1.0
352,610d02079a63eb113d2ceb49,1.0
353,610d02079a63eb113d2cee04,1.0
354,610d02079a63eb113d2cf827,1.0
355,610d02079a63eb113d2cfa62,1.0
356,610d02079a63eb113d2cfa63,1.0
357,610d02079a63eb113d2cfa64,1.0
358,610d02079a63eb113d2d02f0,1.0
359,610d02079a63eb113d2d1040,1.0
360,610d02079a63eb113d2d16c9,1.0
361,610d02079a63eb113d2d16cd,1.0
362,610d02079a63eb113d2d1851,1.0
363,610d02079a63eb113d2d2837,1.0
364,610d02079a63eb113d2d2f55,1.0
365,610d02079a63eb113d2d307d,1.0
366,610d02079a63eb113d2d34c8,1.0
367,610d02079a63eb113d2d35cd,1.0
368,610d02079a63eb113d2d3a1a,1.0
369,610d02079a63eb113d2d4b97,1.0
370,610d02079a63eb113d2d4b9b,1.0
371,610d02079a63eb113d2d5baa,1.0
372,610d02079a63eb113d2d5bab,1.0
373,610d02079a63eb113d2d5bae,1.0
374,610d02079a63eb113d2d618b,1.0
375,610d02079a63eb113d2d618c,1.0
376,610d02079a63eb113d2d7136,1.0
377,610d02079a63eb113d2d7333,1.0
378,610d02079a63eb113d2d776e,1.0
379,610d02079a63eb113d2d7989,1.0
380,610d02079a63eb113d2d8394,1.0
381,610d02079a63eb113d2da10c,1.0
382,610d02079a63eb113d2dad2d,1.0
383,610d02079a63eb113d2daeea,1.0
384,610d02079a63eb113d2daf00,1.0
385,610d02079a63eb113d2daf10,1.0
386,610d02079a63eb113d2db0e4,1.0
387,610d02079a63eb113d2dbddf,1.0
388,610d02079a63eb113d2dc1d5,1.0
389,610d02079a63eb113d2dc1dc,1.0
390,610d02079a63eb113d2dc3a7,1.0
391,610d02079a63eb113d2dd4c6,1.0
392,610d02079a63eb113d2ddc8a,1.0
393,610d02079a63eb113d2ddf04,1.0
394,610d02079a63eb113d2de642,1.0
395,610d02079a63eb113d2de986,1.0
396,610d02079a63eb113d2ded5c,1.0
397,610d02079a63eb113d2ded7b,1.0
398,610d02079a63eb113d2ded85,1.0
399,610d02079a63eb113d2df175,1.0
400,610d02079a63eb113d2df630,1.0
401,610d02079a63eb113d2df898,1.0
402,610d02079a63eb113d2e0394,1.0
403,610d02079a63eb113d2e039f,1.0
404,610d02079a63eb113d2e0c4c,1.0
405,610d02079a63eb113d2e0f22,1.0
406,610d02079a63eb113d2e1148,1.0
407,610d02079a63eb113d2e1362,1.0
408,610d02079a63eb113d2e1e87,1.0
409,610d02079a63eb113d2e2912,1.0
410,610d02079a63eb113d2e2ae7,1.0
411,610d02079a63eb113d2e2cdb,1.0
412,610d02079a63eb113d2e2ce4,1.0
413,610d02079a63eb113d2e4085,1.0
414,610d02079a63eb113d2e46c7,1.0
415,610d02079a63eb113d2e488d,1.0
416,610d02079a63eb113d2e4c42,1.0
417,610d02079a63eb113d2e5062,1.0
418,610d02079a63eb113d2e506c,1.0
419,610d02079a63eb113d2e56bc,1.0
420,610d02079a63eb113d2e583c,1.0
421,610d02079a63eb113d2e62bf,1.0
422,610d02079a63eb113d2e62c2,1.0
423,610d02079a63eb113d2e7808,1.0
424,610d02079a63eb113d2e7bc9,1.0
425,610d02079a63eb113d2e7f4a,1.0
426,610d02079a63eb113d2e81b3,1.0
427,610d02079a63eb113d2e8316,1.0
428,610d02079a63eb113d2e867a,1.0
429,610d02079a63eb113d2e901c,1.0
430,610d02079a63eb113d2e901d,1.0
431,610d02079a63eb113d2e9103,1.0
432,610d02079a63eb113d2ea327,1.0
433,610d02079a63eb113d2ea684,1.0
434,610d02079a63eb113d2eb296,1.0
435,610d02079a63eb113d2ec66b,1.0
436,610d02079a63eb113d2ed305,1.0
437,610d02079a63eb113d2edbcd,1.0
438,610d02079a63eb113d2ee030,1.0
439,610d02079a63eb113d2eeaff,1.0
440,610d02079a63eb113d2ef176,1.0
441,610d02079a63eb113d2ef7dd,1.0
442,610d02079a63eb113d2ef911,1.0
443,610d02079a63eb113d2f047b,1.0
444,610d02079a63eb113d2f0483,0.0
445,610d02089a63eb113d2f0f2c,1.0
446,610d02089a63eb113d2f0f2d,1.0
447,610d02089a63eb113d2f0f3e,1.0
448,610d02089a63eb113d2f1264,1.0
449,610d02089a63eb113d2f1602,0.0
450,610d02089a63eb113d2f161a,1.0
451,610d02089a63eb113d2f161b,1.0
452,610d02089a63eb113d2f1919,1.0
453,610d02089a63eb113d2f191e,1.0
454,610d02089a63eb113d2f1920,1.0
455,610d02089a63eb113d2f1afe,1.0
456,610d02089a63eb113d2f1b00,1.0
457,610d02089a63eb113d2f1b01,1.0
458,610d02089a63eb113d2f1b03,1.0
459,610d02089a63eb113d2f1b0f,1.0
460,610d02089a63eb113d2f1b10,1.0
461,610d02089a63eb113d2f1b1d,1.0
462,610d02089a63eb113d2f1b20,1.0
463,610d02089a63eb113d2f1b24,1.0
464,610d02089a63eb113d2f1b31,1.0
465,610d02089a63eb113d2f1b33,1.0
466,610d02089a63eb113d2f1b47,1.0
467,610d02089a63eb113d2f1b52,1.0
468,610d02089a63eb113d2f1b54,1.0
469,610d02089a63eb113d2f1b60,1.0
470,610d02089a63eb113d2f1b61,1.0
471,610d02089a63eb113d2f1b67,1.0
472,610d02089a63eb113d2f1b7e,1.0
473,610d02089a63eb113d2f1f7c,1.0
474,610d02089a63eb113d2f1f80,1.0
475,610d02089a63eb113d2f247e,1.0
476,610d02089a63eb113d2f37fb,1.0
477,610d02089a63eb113d2f3b0c,1.0
478,610d02089a63eb113d2f3dd2,1.0
479,610d02089a63eb113d2f434c,1.0
480,610d02089a63eb113d2f4cca,1.0
481,610d02089a63eb113d2f4d43,1.0
482,610d02089a63eb113d2f5989,1.0
483,610d02089a63eb113d2f598f,1.0
484,610d02089a63eb113d2f62f7,1.0
485,610d02089a63eb113d2f6d1d,1.0
486,610d02089a63eb113d2f76cc,1.0
487,610d02089a63eb113d2f76ce,1.0
488,610d02089a63eb113d2f793d,0.0
489,610d02089a63eb113d2f8029,1.0
490,610d02089a63eb113d2f91b8,1.0
491,610d02089a63eb113d2f9548,1.0
492,610d02089a63eb113d2fa69d,1.0
493,610d02089a63eb113d2fa6a3,1.0
494,610d02089a63eb113d2fa6b6,1.0
495,610d02089a63eb113d2fac3e,1.0
496,610d02089a63eb113d2fac3f,1.0
497,610d02089a63eb113d2fb2df,1.0
498,610d02089a63eb113d2fb528,1.0
499,610d02089a63eb113d2fb529,1.0
500,610d02089a63eb113d2fb52a,1.0
501,610d02089a63eb113d2fbacf,1.0
502,610d02089a63eb113d2fc1ed,1.0
503,610d02089a63eb113d2fc6e7,1.0
504,610d02089a63eb113d2fcb9c,1.0
505,610d02089a63eb113d2fcffc,1.0
506,610d02089a63eb113d2fd63a,1.0
507,610d02089a63eb113d2fe3b1,1.0
508,610d02089a63eb113d2fe3b3,1.0
509,610d02089a63eb113d2fe3bc,1.0
510,610d02089a63eb113d2fe99a,1.0
511,610d02089a63eb113d2feb1e,1.0
512,610d02089a63eb113d2fee04,1.0
513,610d02089a63eb113d2ff1d7,1.0
514,610d02089a63eb113d2ffce1,1.0
515,610d02089a63eb113d300109,1.0
516,610d02089a63eb113d3005f8,1.0
517,610d02089a63eb113d300dc9,1.0
518,610d02089a63eb113d301021,1.0
519,610d02089a63eb113d301026,1.0
520,610d02089a63eb113d3022bb,1.0
521,610d02089a63eb113d3028a2,1.0
522,610d02089a63eb113d3028a4,1.0
523,610d02089a63eb113d3028a8,1.0
524,610d02089a63eb113d303619,1.0
525,610d02089a63eb113d303984,0.0
526,610d02089a63eb113d3039d3,0.0
527,610d02089a63eb113d3039d4,1.0
528,610d02089a63eb113d3039d9,1.0
529,610d02089a63eb113d303b95,1.0
530,610d02089a63eb113d303b97,1.0
531,610d02089a63eb113d303b9b,1.0
532,610d02089a63eb113d303b9d,1.0
533,610d02089a63eb113d303b9e,1.0
534,610d02089a63eb113d303e16,0.0
535,610d02089a63eb113d304f9d,1.0
536,610d02089a63eb113d305a07,1.0
537,610d02089a63eb113d306f3a,1.0
538,610d02089a63eb113d306f3b,1.0
539,610d02089a63eb113d307152,1.0
540,610d02089a63eb113d307207,1.0
541,610d02089a63eb113d308030,1.0
542,610d02089a63eb113d308166,0.0
543,610d02089a63eb113d308266,1.0
544,610d02089a63eb113d308269,1.0
545,610d02089a63eb113d30826a,1.0
546,610d02089a63eb113d3083d4,0.0
547,610d02089a63eb113d308406,0.0
548,610d02089a63eb113d30840b,1.0
549,610d02089a63eb113d308418,0.0
550,610d02089a63eb113d308714,0.0
551,610d02089a63eb113d308720,0.0
552,610d02089a63eb113d308732,1.0
553,610d02089a63eb113d309e2d,1.0
554,610d02089a63eb113d309e34,1.0
555,610d02089a63eb113d309e38,1.0
556,610d02089a63eb113d309e3f,1.0
557,610d02089a63eb113d309e45,1.0
558,610d02089a63eb113d309e6c,0.0
559,610d02089a63eb113d309e75,1.0
560,610d02089a63eb113d30a1f7,0.0
561,610d02089a63eb113d30a203,0.0
562,610d02089a63eb113d30a20e,0.0
563,610d02089a63eb113d30a210,1.0
564,610d02089a63eb113d30a791,1.0
565,610d02089a63eb113d30b503,1.0
566,610d02089a63eb113d30bdbf,1.0
567,610d02089a63eb113d30c3da,1.0
568,610d02089a63eb113d30c620,1.0
569,610d02089a63eb113d30c99c,1.0
570,610d02089a63eb113d30cd0c,1.0
571,610d02089a63eb113d30d6af,1.0
572,610d02089a63eb113d30d7c2,1.0
573,610d02089a63eb113d30e418,1.0
574,610d02089a63eb113d30e41a,1.0
575,610d02089a63eb113d30eec3,1.0
576,610d02089a63eb113d30eec7,1.0
577,610d02089a63eb113d30f1a8,1.0
578,610d02089a63eb113d30f1ad,1.0
579,610d02089a63eb113d30f3a8,1.0
580,610d02089a63eb113d30f618,1.0
581,610d02089a63eb113d30f788,1.0
582,610d02089a63eb113d310223,1.0
583,610d02089a63eb113d310456,1.0
584,610d02089a63eb113d310992,1.0
585,610d02089a63eb113d310aa9,1.0
586,610d02089a63eb113d310aac,1.0
587,610d02089a63eb113d3112e5,1.0
588,610d02099a63eb113d312587,1.0
589,610d02099a63eb113d312589,1.0
590,610d02099a63eb113d31260c,1.0
591,610d02099a63eb113d312610,1.0
592,610d02099a63eb113d312a53,1.0
593,610d02099a63eb113d312ce2,1.0
594,610d02099a63eb113d313403,1.0
595,610d02099a63eb113d31340b,1.0
596,610d02099a63eb113d313417,1.0
597,610d02099a63eb113d31341e,1.0
598,610d02099a63eb113d3135e5,1.0
599,610d02099a63eb113d314d7b,1.0
600,610d02099a63eb113d315269,1.0
601,610d02099a63eb113d315667,1.0
602,610d02099a63eb113d315a20,1.0
603,610d02099a63eb113d315ba7,1.0
604,610d02099a63eb113d316580,1.0
605,610d02099a63eb113d3167ee,1.0
606,610d02099a63eb113d3177b9,1.0
607,610d02099a63eb113d317e34,1.0
608,610d02099a63eb113d318146,1.0
609,610d02099a63eb113d318147,1.0
610,610d02099a63eb113d318484,1.0
611,610d02099a63eb113d318595,1.0
612,610d02099a63eb113d318ac9,1.0
613,610d02099a63eb113d318aca,1.0
614,610d02099a63eb113d318e92,1.0
615,610d02099a63eb113d318f79,1.0
616,610d02099a63eb113d319e22,1.0
617,610d02099a63eb113d319e2d,1.0
618,610d02099a63eb113d31a3d5,1.0
619,610d02099a63eb113d31a8d2,1.0
620,610d02099a63eb113d31aa86,1.0
621,610d02099a63eb113d31aa89,1.0
622,610d02099a63eb113d31abe8,1.0
623,610d02099a63eb113d31abf0,1.0
624,610d02099a63eb113d31abf3,1.0
625,610d02099a63eb113d31b03b,1.0
626,610d02099a63eb113d31b806,1.0
627,610d02099a63eb113d31d181,1.0
628,610d02099a63eb113d31d9ae,1.0
629,610d02099a63eb113d31d9b5,1.0
630,610d02099a63eb113d31dce5,1.0
631,610d02099a63eb113d31f3ca,1.0
632,610d02099a63eb113d31f575,1.0
633,610d02099a63eb113d31f628,1.0
634,610d02099a63eb113d320079,1.0
635,610d02099a63eb113d320494,1.0
636,610d02099a63eb113d3206fc,1.0
637,610d02099a63eb113d320c86,1.0
638,610d02099a63eb113d321041,1.0
639,610d02099a63eb113d321335,1.0
640,610d02099a63eb113d3215a8,1.0
641,610d02099a63eb113d3216d8,1.0
642,610d02099a63eb113d3216de,1.0
643,610d02099a63eb113d321d69,1.0
644,610d02099a63eb113d321d6a,1.0
645,610d02099a63eb113d32235d,1.0
646,610d02099a63eb113d3225e5,1.0
647,610d02099a63eb113d322979,1.0
648,610d02099a63eb113d322c8e,1.0
649,610d02099a63eb113d323b96,1.0
650,610d02099a63eb113d323b98,1.0
651,610d02099a63eb113d3242fb,1.0
652,610d02099a63eb113d32552d,1.0
653,610d02099a63eb113d326733,1.0
654,610d02099a63eb113d326735,1.0
655,610d02099a63eb113d326db5,1.0
656,610d02099a63eb113d326ed3,0.0
657,610d02099a63eb113d326f1f,1.0
658,610d02099a63eb113d326f20,0.0
